,Symbol,Name
1595,FRAC,Keane Group
1596,K,Kellogg pany
1597,KEM,Kemet
1598,KMPA,Kemper
1599,KMPR,Kemper
1600,KMT,Kennametal
1601,KW,KennedyWilson Holdings
1602,KEN,Kenon Holdings Ltd
1603,KEG,Key Energy Services
1604,KEY,Key
1605,KEY^I,Key
1606,KEYS,Keysight Technologies
1607,KRC,Kilroy Realty
1608,KRP,Kimbell Royalty Partners
1609,KMB,KimberlyClark
1610,KIM,Kimco Realty
1611,KIM^I,Kimco Realty
1612,KIM^J,Kimco Realty
1613,KIM^K,Kimco Realty
1614,KIM^L,Kimco Realty
1615,KIM^M,Kimco Realty
1616,KMI,Kinder Morgan
1617,KMI^A,Kinder Morgan
1618,KND,Kindred Healthcare
1619,KFS,Kingsway Financial Services
1620,KGC,Kinross Gold
1621,KEX,Kirby
1622,KL,Kirkland Lake Gold Ltd
1623,KRG,Kite Realty Group
1624,KKR,KKR  Co LP
1625,KKR^A,KKR  Co LP
1626,KKR^B,KKR  Co LP
1627,KFN^.CL,KKR Financial Holdings LLC
1628,KIO,KKR ome Opportunities
1629,KREF,KKR Real Estate Finance
1630,KMG,KMG Chemicals
1631,KNX,Knight Transportation
1632,KNL,Knoll
1633,KNOP,KNOT Offshore Partners LP
1634,KN,Knowles
1635,KSS,Kohl39s
1636,PHG,Koninklijke Philips NV
1637,KOP,Koppers Holdings
1638,KEP,Korea Electric Power
1639,KF,Korea   The
1640,KFY,KornFerry International
1641,KOS,Kosmos Energy Ltd
1642,KRA,Kraton
1643,KR,Kroger pany The
1644,KRO,Kronos Worldwide
1645,KT,KT
1646,KYO,Kyocera
1647,LB,L Brands
1648,SCX,LS Starrett pany The
1649,LLL,L3 Technologies
1650,LQ,La Quinta Holdings
1651,LH,Laboratory  of America Holdings
1652,LADR,Ladder Capital
1653,LW,Lamb Weston Holdings
1654,LCI,Lannett Co
1655,LPI,Laredo Petroleum
1656,LVS,Las Vegas Sands
1657,LHO,LaSalle Hotel Properties
1658,LHO^I,LaSalle Hotel Properties
1659,LHO^J,LaSalle Hotel Properties
1660,LTM,LATAM Airlines Group SA
1661,LDF,Latin American Discovery   The
1662,LGI,Lazard Global Total Return and ome
1663,LAZ,Lazard Ltd
1664,LOR,Lazard World Dividend  ome
1665,LZB,LaZBoy orporated
1666,LCII,LCI Industries
1667,LFGR,Leaf Group Ltd
1668,LEA,Lear
1669,LEE,Lee Enterprises orporated
1670,LGC,Legacy Acquisition
1671,LGC.U,Legacy Acquisition
1672,LGC.WS,Legacy Acquisition
1673,LM,Legg Mason
1674,LMHA,Legg Mason
1675,LMHB,Legg Mason
1676,LEG,Leggett  Platt orporated
1677,JBK,Lehman ABS
1678,KTH,Lehman ABS
1679,KTN,Lehman ABS
1680,KTP,Lehman ABS
1681,LDOS,Leidos Holdings
1682,LEJU,Leju Holdings Limited
1683,LC,LendingClub
1684,LEN,Lennar
1685,LEN.B,Lennar
1686,LII,Lennox International
1687,LUK,Leucadia National
1688,LXP,Lexington Realty
1689,LXP^C,Lexington Realty
1690,LPL,LG Display Co Ltd
1691,USA,Liberty AllStar Equity
1692,ASG,Liberty AllStar Growth
1693,LPT,Liberty Property
1694,LSI,Life Storage
1695,LITB,LightInTheBox Holding Co Ltd
1696,LNC,Loln National
1697,LNC.WS,Loln National
1698,LNN,Lindsay
1699,LN,LINE
1700,LGF.A,Lions Gate Entertainment
1701,LGF.B,Lions Gate Entertainment
1702,LAD,Lithia Motors
1703,LYV,Live Nation Entertainment
1704,LYG,Lloyds Banking Group Plc
1705,SCD,LMP Capital and ome
1706,LMT,Lockheed Martin
1707,L,Loews
1708,LOMA,Loma Negra pania Industrial Argentina Sociedad Anonima
1709,LPX,LouisianaPacific
1710,LOW,Lowe39s panies
1711,LXU,Lsb Industries
1712,LKSD,LSC munications
1713,LTC,LTC Properties
1714,LUB,Luby39s
1715,LL,Lumber Liquidators Holdings
1716,LXFR,Luxfer Holdings PLC
1717,LXFT,Luxoft Holding
1718,LDL,Lydall
1719,WLH,Lyon William Homes
1720,LYB,LyondellBasell Industries NV
1721,MTB,MT Bank
1722,MTB.WS,MT Bank
1723,MTB^,MT Bank
1724,MTB^C,MT Bank
1725,MDC,MDC Holdings
1726,MHO,MI Homes
1727,MAC,Macerich pany The
1728,CLI,MackCali Realty
1729,MGU,Macquarie Global Infrastructure Total Return
1730,MIC,Macquarie Infrastructure
1731,MFD,MacquarieFirst  Global
1732,BMA,Macro Bank
1733,M,Macy39s
1734,MCN,Madison Covered Call  Equity Strategy
1735,MSP,Madison Strategic Sector Premium
1736,MMP,Magellan Midstream Partners LP
1737,MGA,Magna International
1738,MX,MagnaChip Semiconductor
1739,MH^A,Maiden Holdings Ltd
1740,MH^C,Maiden Holdings Ltd
1741,MH^D,Maiden Holdings Ltd
1742,MHLA,Maiden Holdings Ltd
1743,MHNC,Maiden Holdings Ltd
1744,MAIN,Main Street Capital
1745,MSCA,Main Street Capital
1746,MMD,MainStay DefinedTerm Municipal Opportunities
1747,MNK,Mallkrodt plc
1748,MZF,Managed Duration Investment Grade Municipal
1749,MANU,Manchester United Ltd
1750,MTW,Manitowoc pany  The
1751,MN,Manning  Napier
1752,MAN,ManpowerGroup
1753,MFC,Manulife Financial
1754,MRO,Marathon Oil
1755,MPC,Marathon Petroleum
1756,MMI,Marcus  Millichap
1757,MCS,Marcus  The
1758,MRIN,Marin Software orporated
1759,MPX,Marine Products
1760,HZO,MarineMax
1761,MKL,Markel
1762,VAC,Marriot Vacations Worldwide
1763,MMC,Marsh  McLennan panies
1764,MLM,Martin Marietta Materials
1765,MAS,Masco
1766,DOOR,Masonite International
1767,MTZ,MasTec
1768,MA,Mastercard orporated
1769,MTDR,Matador Resources pany
1770,MTRN,Materion
1771,MATX,Matson
1772,MLP,Maui Land  Pineapple pany
1773,MAXR,Maxar Technologies Ltd
1774,MMS,Maximus
1775,MXL,MaxLinear
1776,MBI,MBIA
1777,MKC,McCormick  pany orporated
1778,MKC.V,McCormick  pany orporated
1779,MDR,McDermott International
1780,MCD,McDonald39s
1781,MUX,McEwen Mining
1782,MCK,McKesson
1783,MDU,MDU Resources Group
1784,MTL,Mechel PAO
1785,MTL^,Mechel PAO
1786,MRT,MedEquities Realty
1787,MPW,Medical Properties
1788,MED,MEDIFAST
1789,MCC,Medley Capital
1790,MCV,Medley Capital
1791,MCX,Medley Capital
1792,MDLQ,Medley LLC
1793,MDLX,Medley LLC
1794,MDLY,Medley Management
1795,MD,Mednax
1796,MDT,Medtronic plc
1797,MRK,Merck  pany
1798,MCY,Mercury General
1799,MDP,Meredith
1800,MTH,Meritage
1801,MTOR,Meritor
1802,MER^K,Merrill Lynch  Co
1803,MER^P,Merrill Lynch  Co
1804,PIY,Merrill Lynch Depositor
1805,MTR,Mesa Royalty
1806,MSB,Mesabi
1807,MEI,Methode Electronics
1808,MET,MetLife
1809,MET^A,MetLife
1810,MCB,Metropolitan Bank Holding
1811,MTD,MettlerToledo International
1812,MXE,Mexico Equity and ome   The
1813,MXF,Mexico   The
1814,MFA,MFA Financial
1815,MFA^B,MFA Financial
1816,MFO,MFA Financial
1817,MFCB,MFC Ban Ltd
1818,MCR,MFS Charter ome
1819,MGF,MFS Government Markets ome
1820,MIN,MFS Intermediate ome
1821,MMT,MFS Multimarket ome
1822,MFM,MFS Municipal ome
1823,MFV,MFS Special Value
1824,MTG,MGIC Investment
1825,MGP,MGM Growth Properties LLC
1826,MGM,MGM Resorts International
1827,KORS,Michael Kors Holdings Limited
1828,MFGP,Micro Focus Intl PLC
1829,MAA,MidAmerica Apartment munities
1830,MAA^I,MidAmerica Apartment munities
1831,MSL,MidSouth Ban
1832,MPO,MIDSTATES PETROLEUM PANY
1833,MCRN,Milacron Holdings
1834,MLR,Miller Industries
1835,HIE,MillerHoward High ome Equity
1836,MTX,Minerals Technologies
1837,MP^D,Mississippi Power pany
1838,MG,Mistras Group
1839,MTU,Mitsubishi UFJ Financial Group
1840,MIXT,MiX Telematics Limited
1841,MFG,Mizuho Financial Group
1842,MBT,Mobile TeleSystems OJSC
1843,MODN,Model N
1844,MOD,Modine Manufacturing pany
1845,MC,Moelis  pany
1846,MHK,Mohawk Industries
1847,MOH,Molina Healthcare
1848,TAP,Molson Coors Brewing  pany
1849,TAP.A,Molson Coors Brewing  pany
1850,MNR,Monmouth Real Estate Investment
1851,MNR^C,Monmouth Real Estate Investment
1852,MON,Monsanto pany
1853,MCO,Moody39s
1854,MOG.A,Moog
1855,MOG.B,Moog
1856,MS,Morgan Stanley
1857,MS^A,Morgan Stanley
1858,MS^E,Morgan Stanley
1859,MS^F,Morgan Stanley
1860,MS^G,Morgan Stanley
1861,MS^I,Morgan Stanley
1862,MS^K,Morgan Stanley
1863,APF,Morgan Stanley AsiaPacific
1864,CAF,Morgan Stanley China A Share
1865,MSD,Morgan Stanley Emerging Markets Debt
1866,EDD,Morgan Stanley Emerging Markets Domestic Debt
1867,MSF,Morgan Stanley Emerging Markets
1868,IIF,Morgan Stanley India Investment
1869,MOSC,Mosaic Acquisition
1870,MOSC.U,Mosaic Acquisition
1871,MOSC.WS,Mosaic Acquisition
1872,MOS,Mosaic pany The
1873,MSI,Motorola Solutions
1874,MOV,Movado Group
1875,MPLX,MPLX LP
1876,MRC,MRC Global
1877,ICB,MS ome Securities
1878,HJV,MS Structured Asset  Saturns GE Cap  Series 200214
1879,MSA,MSA Safety orporporated
1880,MSM,MSC Industrial Direct pany
1881,MSCI,MSCI
1882,MSGN,MSG Networks
1883,MLI,Mueller Industries
1884,MWA,MUELLER WATER PRODUCTS
1885,MULE,MuleSoft
1886,MUR,Murphy Oil
1887,MUSA,Murphy USA
1888,MVO,MV Oil
1889,MVC,MVC Capital
1890,MVCD,MVC Capital
1891,MYE,Myers Industries
1892,MYOV,Myovant Sciences Ltd
1893,NBR,Nabors Industries Ltd
1894,NC,NACCO Industries
1895,NTP,Nam Tai Property
1896,NTEST,NASDAQ TEST STOCK
1897,NTEST.A,NASDAQ TEST STOCK
1898,NTEST.B,NASDAQ TEST STOCK
1899,NTEST.C,NASDAQ TEST STOCK
1900,NBHC,National Bank Holdings
1901,NFG,National Fuel Gas pany
1902,NGG,National Grid Transco PLC
1903,NHI,National Health Investors
1904,NOV,National Oilwell Varco
1905,NPK,National Presto Industries
1906,NNN,National Retail Properties
1907,NNN^E,National Retail Properties
1908,NNN^F,National Retail Properties
1909,SID,National Steel pany
1910,NSA,National Storage Affiliates
1911,NSA^A,National Storage Affiliates
1912,NSM,Nationstar Mortgage Holdings
1913,NGS,Natural Gas Services Group
1914,NGVC,Natural Grocers by Vitamin Cottage
1915,NRP,Natural Resource Partners LP
1916,NTZ,Natuzzi SpA
1917,NLS,Nautilus Group  The
1918,NCI,Navigant Consulting
1919,NVGS,Navigator Holdings Ltd
1920,NNA,Navios Maritime Acquisition
1921,NM,Navios Maritime Holdings
1922,NM^G,Navios Maritime Holdings
1923,NM^H,Navios Maritime Holdings
1924,NAP,Navios Maritime Midstream Partners LP
1925,NMM,Navios Maritime Partners LP
1926,NAV,Navistar International
1927,NAV^D,Navistar International
1928,NCS,NCI Building Systems
1929,NCR,NCR
1930,NP,Neenah
1931,NNI,Nelnet
1932,NPTN,NeoPhotonics
1933,NETS,Netshoes Cayman Limited
1934,NVRO,Nevro
1935,HYB,New America High ome   The
1936,GF,New Germany   The
1937,NWHM,New Home pany  The
1938,IRL,New Ireland   The
1939,NEWM,New Media Investment Group
1940,NMFC,New Mountain Finance
1941,EDU,New Oriental Education  Technology Group
1942,NEWR,New Relic
1943,NRZ,New Residential Investment
1944,SNR,New Senior Investment Group
1945,NWY,New York  pany
1946,NYCB,New York munity Ban
1947,NYCB^A,New York munity Ban
1948,NYCB^U,New York munity Ban
1949,NYRT,New York REIT
1950,NYT,New York Times pany The
1951,NWL,Newell Brands
1952,NFX,Newfield Exploration pany
1953,NJR,NewJersey Resources
1954,NEU,NewMarket
1955,NEM,Newmont Mining
1956,NR,Newpark Resources
1957,NEXA,Nexa Resources SA
1958,NHF,NexPoint credit Strategies
1959,NXRT,NexPoint Residential
1960,NEP,NextEra Energy Partners LP
1961,NEE,NextEra Energy
1962,NEE^I,NextEra Energy
1963,NEE^J,NextEra Energy
1964,NEE^K,NextEra Energy
1965,NEE^Q,NextEra Energy
1966,NEE^R,NextEra Energy
1967,NGL,NGL ENERGY PARTNERS LP
1968,NGL^B,NGL ENERGY PARTNERS LP
1969,NMK^B,Niagara Mohawk Holdings
1970,NMK^C,Niagara Mohawk Holdings
1971,NLSN,Nielsen NV
1972,NKE,Nike
1973,NI,NiSource
1974,NL,NL Industries
1975,NOAH,Noah Holdings Ltd
1976,NE,Noble
1977,NBL,Noble Energy
1978,NBLX,Noble Midstream Partners LP
1979,NOK,Nokia
1980,NOMD,Nomad Foods Limited
1981,NMR,Nomura Holdings  ADR
1982,OSB,Norbord
1983,NAO,Nordic American Offshore Ltd
1984,NAT,Nordic American Tankers Limited
1985,JWN,Nordstrom
1986,NSC,Norfolk Souther
1987,NOA,North American Energy Partners
1988,NRT,North European Oil Royality
1989,NOC,Northrop Grumman
1990,NRE,NorthStar Realty Europe
1991,NWN,Northwest Natural Gas pany
1992,NWE,NorthWestern
1993,NCLH,Norwegian Cruise Line Holdings Ltd
1994,NVS,Novartis AG
1995,NVO,Novo Nordisk AS
1996,DNOW,NOW
1997,NQ,NQ Mobile
1998,NRG,NRG Energy
1999,NYLD,NRG Yield
2000,NYLD.A,NRG Yield
2001,DCM,NTT DOO
2002,NUS,Nu Skin Enterprises
2003,NUE,Nucor
2004,NS,Nustar Energy LP
2005,NS^A,Nustar Energy LP
2006,NS^B,Nustar Energy LP
2007,NS^C,Nustar Energy LP
2008,NSH,Nustar GP Holdings LLC
2009,NSS,NuStar Logistics LP
2010,NTR,Nutrien Ltd
2011,JMLP,Nuveen All Cap Energy MLP Opportunities
2012,NVG,Nuveen AMTFree Municipal Credit ome
2013,NUV,Nuveen AMTFree Municipal Value
2014,NUW,Nuveen AMTFree Municipal Value
2015,NEA,Nuveen AMTFree Quality Municipal ome
2016,NAZ,Nuveen Arizona Quality Municipal ome
2017,NBB,Nuveen Build America
2018,NBD,Nuveen Build America Opportunity
2019,NKX,Nuveen California AMTFree Quality Municipal ome
2020,NCB,Nuveen California Municipal Value  2
2021,NCA,Nuveen California Municipal Value
2022,NAC,Nuveen California Quality Municipal ome
2023,NTC,Nuveen Connecticut Quality Municipal ome
2024,JCE,Nuveen Core Equity Alpha
2025,JCO,Nuveen Credit Opportunities 2022 Target Term
2026,JQC,Nuveen Credit Strategies ome
2027,JDD,Nuveen Diversified Dividend and ome
2028,DIAX,Nuveen Dow 30SM Dynamic Overwrite
2029,JEMD,Nuveen Emerging Markets Debt 2022 Target Term
2030,JMF,Nuveen Energy MLP Total Return
2031,NEV,Nuveen Enhanced Municipal Value
2032,JFR,Nuveen Floating Rate ome
2033,JRO,Nuveen Floating Rate ome Opportuntiy
2034,NKG,Nuveen Georgia Quality Municipal ome
2035,JGH,Nuveen Global High ome
2036,JHA,Nuveen High ome 2020 Target Term
2037,JHY,Nuveen High ome 2020 Target Term
2038,JHD,Nuveen High ome December 2019 Target Term
2039,JHB,Nuveen High ome November 2021 Target Term
2040,NXC,Nuveen Insured California Select TaxFree ome Portfolio
2041,NXN,Nuveen Insured New York Select TaxFree ome Portfolio
2042,NID,Nuveen Intermediate Duration Municipal Term
2043,NMY,Nuveen Maryland Quality Municipal ome
2044,NMT,Nuveen Massachusetts Municipal ome
2045,NUM,Nuveen Michigan Quality Municipal ome
2046,NMS,Nuveen Minnesota Quality Municipal ome
2047,NOM,Nuveen Missouri Quality Municipal ome
2048,JLS,Nuveen Mortgage Opportunity Term
2049,JMM,Nuveen MultiMarket ome
2050,NHA,Nuveen Municipal 2021 Target Term
2051,NZF,Nuveen Municipal Credit ome
2052,NMZ,Nuveen Municipal High ome Opportunity
2053,NMI,Nuveen Municipal ome
2054,NJV,Nuveen New Jersey Municipal Value
2055,NXJ,Nuveen New Jersey Quality Municipal ome
2056,NRK,Nuveen New York AMTFree Quality Municipal
2057,NYV,Nuveen New York Municipal Value  2
2058,NNY,Nuveen New York Municipal Value
2059,NAN,Nuveen New York Quality Municipal ome
2060,NNC,Nuveen North Carolina Quality Municipal ome Fd
2061,NUO,Nuveen Ohio Quality Municipal ome
2062,NPN,Nuveen Pennsylvania Municipal Value
2063,NQP,Nuveen Pennsylvania Quality Municipal ome
2064,JPC,Nuveen Preferred  ome Opportunities
2065,JPS,Nuveen Preferred  ome Securities
2066,JPT,Nuveen Preferred and ome 2022 Term
2067,JPI,Nuveen Preferred and ome Term
2068,NAD,Nuveen Quality Municipal ome
2069,JRI,Nuveen Real Asset ome and Growth
2070,JRS,Nuveen Real Estate
2071,BXMX,Nuveen SP 500 BuyWrite ome
2072,SPXX,Nuveen SP 500 Dynamic Overwrite
2073,NIM,Nuveen Select Maturities Municipal
2074,NXP,Nuveen Select Tax Free ome Portfolio
2075,NXQ,Nuveen Select Tax Free ome Portfolio II
2076,NXR,Nuveen Select Tax Free ome Portfolio III
2077,NSL,Nuveen Senior ome
2078,JSD,Nuveen Short Duration Credit Opportunities
2079,JTD,Nuveen TaxAdvantaged Dividend Growth
2080,JTA,Nuveen TaxAdvantaged Total Return Strategy
2081,NTX,Nuveen Texas Quality Municipal ome
2082,NPV,Nuveen Virginia Quality Municipal ome
2083,NIQ,Nuveenn Intermediate Duration Quality Municipal Term
2084,JMT,Nuven Mortgage Opportunity Term  2
2085,NVR,NVR
2086,OAK,Oaktree Capital Group LLC
2087,OSLE,Oaktree Specialty Lending
2088,OMP,Oasis Midstream Partners LP
2089,OAS,Oasis Petroleum
2090,OBE,Obsidian Energy Ltd
2091,OXY,Occidental Petroleum
2092,OII,Oceaneering International
2093,OZM,OchZiff Capital Management Group LLC
2094,OCIP,OCI Partners LP
2095,OCN,Ocwen Financial
2096,OFG,OFG Ban
2097,OFG^A,OFG Ban
2098,OFG^B,OFG Ban
2099,OFG^D,OFG Ban
2100,OGE,OGE Energy
2101,OIBR.C,Oi SA
2102,OIS,Oil States International
2103,ODC,OilDri  Of America
2104,ORI,Old Republic International
2105,OLN,Olin
2106,OMAA,OM Asset Management plc
2107,OMAM,OM Asset Management plc
2108,OHI,Omega Healthcare Investors
2109,OMC,Omni Group
2110,OMN,OMNOVA Solutions
2111,ASGN,On Assignment
2112,ONDK,On Deck Capital
2113,OGS,ONE Gas
2114,OLP,One Liberty Properties
2115,OMF,OneMain Holdings
2116,OKE,ONEOK
2117,OOMA,Ooma
2118,OPY,Oppenheimer Holdings
2119,ORCL,Oracle
2120,ORAN,Orange
2121,OA,Orbital ATK
2122,ORC,Orchid Island Capital
2123,OEC,Orion Engineered Carbons SA
2124,ORN,Orion Group Holdings
2125,IX,Orix  Ads
2126,ORA,Ormat Technologies
2127,OSK,Oshkosh
2128,OR,Osisko Gold Royalties Ltd
2129,OUT,OUTFRONT Media
2130,OSG,Overseas Shipholding Group
2131,OMI,Owens  Minor
2132,OC,Owens Corning
2133,OI,OwensIllinois
2134,OXM,Oxford Industries
2135,PAI,Pacific American ome Shares
2136,ROYT,Pacific Coast Oil
2137,PCG,Pacific Gas  Electric Co
2138,PKG,Packaging  of America
2139,PANW,Palo Alto Networks
2140,PAM,Pampa Energia SA
2141,P,Pandora Media
2142,PHX,Panhandle Royalty pany
2143,PAR,PAR Technology
2144,PGRE,Paramount Group
2145,PKE,Park Electrochemical
2146,PK,Park Hotels  Resorts
2147,PKD,Parker Drilling pany
2148,PH,ParkerHannifin
2149,PE,Parsley Energy
2150,PRE^F,PartnerRe Ltd
2151,PRE^G,PartnerRe Ltd
2152,PRE^H,PartnerRe Ltd
2153,PRE^I,PartnerRe Ltd
2154,PRTY,Party City Holdco
2155,PAYC,Pay Software
2156,PBF,PBF Energy
2157,PBFX,PBF Logistics LP
2158,BTU,Peabody Energy
2159,PSO,Pearson Plc
2160,PEB,Pebblebrook Hotel
2161,PEB^C,Pebblebrook Hotel
2162,PEB^D,Pebblebrook Hotel
2163,PBA,Pembina Pipeline
2164,PGH,Pengrowth Energy
2165,PEI,Pennsylvania Real Estate Investment
2166,PEI^B,Pennsylvania Real Estate Investment
2167,PEI^C,Pennsylvania Real Estate Investment
2168,PEI^D,Pennsylvania Real Estate Investment
2169,PFSI,PennyMac Financial Services
2170,PMT,PennyMac Mortgage Investment
2171,PMT^A,PennyMac Mortgage Investment
2172,PMT^B,PennyMac Mortgage Investment
2173,PAG,Penske Automotive Group
2174,PNR,Pentair plc
2175,PEN,Penumbra
2176,PFGC,Performance Food Group pany
2177,PKI,PerkinElmer
2178,PBT,Permian Basin Royalty
2179,PRGO,Perrigo pany
2180,PZE,Petrobras Argentina SA
2181,PTR,PetroChina pany Limited
2182,PBR,Petroleo Brasileiro SA Petrobras
2183,PBR.A,Petroleo Brasileiro SA Petrobras
2184,PQ,PetroQuest Energy
2185,PFE,Pfizer
2186,PGTI,PGT Innovations
2187,PHH,PHH
2188,PM,Philip Morris International
2189,PSX,Phillips 66
2190,PSXP,Phillips 66 Partners LP
2191,FENG,Phoenix New Media Limited
2192,DOC,Physicians Realty
2193,PDM,Piedmont Office Realty
2194,PIR,Pier 1 Imports
2195,PCQ,PIMCO California Municipal ome
2196,PCK,Pimco California Municipal ome  II
2197,PZC,PIMCO California Municipal ome  III
2198,PCM,PIMCO mercial Mortgage Securities
2199,PTY,Pimco orate  ome Opportunity
2200,PCN,Pimco orate  ome Stategy
2201,PCI,PIMCO Dynamic Credit and Mortgage ome
2202,PDI,PIMCO Dynamic ome
2203,PGP,Pimco Global Stocksplus  ome
2204,PHK,Pimco High ome
2205,PKO,Pimco ome Opportunity
2206,PFL,PIMCO ome Strategy
2207,PFN,PIMCO ome Strategy  II
2208,PMF,PIMCO Municipal ome
2209,PML,Pimco Municipal ome  II
2210,PMX,PIMCO Municipal ome  III
2211,PNF,PIMCO New York Municipal ome
2212,PNI,Pimco New York Municipal ome  II
2213,PYN,PIMCO New York Municipal ome  III
2214,RCS,PIMCO Strategic ome
2215,PF,Pinnacle Foods
2216,PNW,Pinnacle West Capital
2217,PES,Pioneer Energy Services
2218,PHD,Pioneer Floating Rate
2219,PHT,Pioneer High ome
2220,MAV,Pioneer Municipal High ome Advantage
2221,MHI,Pioneer Municipal High ome
2222,PXD,Pioneer Natural Resources pany
2223,PJC,Piper Jaffray panies
2224,PBI,Pitney Bowes
2225,PBI^B,Pitney Bowes
2226,PJT,PJT Partners
2227,PAA,Plains All American Pipeline LP
2228,PAGP,Plains Group Holdings LP
2229,PLNT,Planet Fitness
2230,PLT,Plantronics
2231,PAH,Platform Specialty Products
2232,PHI,PLDT
2233,PGEM,Ply Gem Holdings
2234,PNC,PNC Financial Services Group  The
2235,PNC.WS,PNC Financial Services Group  The
2236,PNC^P,PNC Financial Services Group  The
2237,PNC^Q,PNC Financial Services Group  The
2238,PNM,PNM Resources  Holding Co
2239,PII,Polaris Industries
2240,POL,PolyOne
2241,POR,Portland General Electric pany
2242,PKX,POSCO
2243,POST,Post Holdings
2244,PPDF,PPDAI Group
2245,PPG,PPG Industries
2246,PPX,PPL Capital ing
2247,PPL,PPL
2248,PYS,PPlus
2249,PYT,PPlus
2250,PQG,PQ Group Holdings
2251,PX,Praxair
2252,PDS,Precision Drilling
2253,APTS,Preferred Apartment munities
2254,PBH,Prestige Brand Holdings
2255,PVG,Pretium Resources
2256,PRI,Primerica
2257,PGZ,Pripal Real Estate ome
2258,PRA,ProAssurance
2259,PG,Procter  Gamble pany The
2260,PGR,Progressive  The
2261,PLD,Prologis
2262,PUMP,ProPetro Holding
2263,PRO,PROS Holdings
2264,PBB,Prospect Capital
2265,PB,Prosperity Bancshares
2266,PRLB,Proto Labs
2267,PFS,Provident Financial Services
2268,PFK,Prudential Financial
2269,PJH,Prudential Financial
2270,PRH,Prudential Financial
2271,PRU,Prudential Financial
2272,GHY,Prudential Global Short Duration High Yield
2273,PUK,Prudential Public Limited pany
2274,PUK^,Prudential Public Limited pany
2275,PUK^A,Prudential Public Limited pany
2276,ISD,Prudential Short Duration High Yield
2277,PSB,PS Business Parks
2278,PSB^U,PS Business Parks
2279,PSB^V,PS Business Parks
2280,PSB^W,PS Business Parks
2281,PSB^X,PS Business Parks
2282,PSB^Y,PS Business Parks
2283,TLK,PT Telekomunikasi Indonesia Tbk
2284,PEG,Public Service Enterprise Group orporated
2285,PSA,Public Storage
2286,PSA^A,Public Storage
2287,PSA^B,Public Storage
2288,PSA^C,Public Storage
2289,PSA^D,Public Storage
2290,PSA^E,Public Storage
2291,PSA^F,Public Storage
2292,PSA^G,Public Storage
2293,PSA^U,Public Storage
2294,PSA^V,Public Storage
2295,PSA^W,Public Storage
2296,PSA^X,Public Storage
2297,PSA^Y,Public Storage
2298,PSA^Z,Public Storage
2299,PHM,PulteGroup
2300,PSTG,Pure Storage
2301,PCF,Putnam High ome
2302,PMM,Putnam Managed Municipal ome
2303,PIM,Putnam Master Intermediate ome
2304,PMO,Putnam Municipal Opportunities
2305,PPT,Putnam Premier ome
2306,PVH,PVH
2307,PZN,Pzena Investment Management
2308,QTWO,Q2 Holdings
2309,QEP,QEP Resources
2310,QTS,QTS Realty
2311,QUAD,Quad Graphics
2312,KWR,Quaker Chemical
2313,QCP,Quality Care Properties
2314,NX,Quanex Building Products
2315,PWR,Quanta Services
2316,QTM,Quantum
2317,QD,Qudian
2318,DGX,Quest Diagnostics orporated
2319,QHC,Quorum Health
2320,QUOT,Quotient Technology
2321,CTAA,Qwest
2322,CTBB,Qwest
2323,CTDD,Qwest
2324,CTU,Qwest
2325,CTV,Qwest
2326,CTW,Qwest
2327,CTX,Qwest
2328,CTY,Qwest
2329,CTZ,Qwest
2330,RRD,RR Donnelley  Sons pany
2331,RDN,Radian Group
2332,RAS,RAIT Financial
2333,RAS^A,RAIT Financial
2334,RAS^B,RAIT Financial
2335,RAS^C,RAIT Financial
2336,RFT,RAIT Financial
2337,RFTA,RAIT Financial
2338,RL,Ralph Lauren
2339,RPT,RamcoGershenson Properties
2340,RPT^D,RamcoGershenson Properties
2341,RRC,Range Resources
2342,RNGR,Ranger Energy Services
2343,RJF,Raymond James Financial
2344,RYAM,Rayonier Advanced Materials
2345,RYAM^A,Rayonier Advanced Materials
2346,RYN,Rayonier
2347,RTN,Raytheon pany
2348,RMAX,REMAX Holdings
2349,RLGY,Realogy Holdings
2350,O,Realty ome
2351,RHT,Red Hat
2352,RLH,Red Lion Hotels
2353,RWT,Redwood
2354,RBC,Regal Beloit
2355,RGC,Regal Entertainment Group
2356,RWGE.U,Regalwood Global Energy Ltd
2357,REG,Regency Centers
2358,RM,Regional Management
2359,RF,Regions Financial
2360,RF^A,Regions Financial
2361,RF^B,Regions Financial
2362,RGS,Regis
2363,RGA,Reinsurance Group of America orporated
2364,RZA,Reinsurance Group of America orporated
2365,RZB,Reinsurance Group of America orporated
2366,RS,Reliance Steel  Aluminum Co
2367,RENX,RELX NV
2368,RELX,RELX PLC
2369,RNR,RenaissanceRe Holdings Ltd
2370,RNR^C,RenaissanceRe Holdings Ltd
2371,RNR^E,RenaissanceRe Holdings Ltd
2372,SOL,Renesola Ltd
2373,RENN,Renren
2374,RSG,Republic Services
2375,RMD,ResMed
2376,REN,Resolute Energy
2377,RFP,Resolute Forest Products
2378,RSO,Resource Capital
2379,RSO^A.CL,Resource Capital
2380,RSO^B,Resource Capital
2381,RSO^C,Resource Capital
2382,QSR,Restaurant Brands International
2383,RPAI,Retail Properties of America
2384,REVG,REV Group
2385,REV,Revlon
2386,REX,REX American Resources
2387,REXR,Rexford Industrial Realty
2388,REXR^A,Rexford Industrial Realty
2389,REXR^B,Rexford Industrial Realty
2390,RXN,Rexnord
