,Symbol,Name
2391,RXN^A,Rexnord
2392,RH,RH
2393,RMP,Rice Midstream Partners LP
2394,RNG,Ringcentral
2395,RIO,Rio Tinto Plc
2396,RBA,Ritchie Bros Auctioneers orporated
2397,RAD,Rite Aid
2398,RMPL^,RiverNorth Marketplace Lending
2399,RIV,RiverNorth Opportunities
2400,OPP,RiverNorthDoubleLine Strategic Opportunity
2401,RLI,RLI
2402,RLJ,RLJ Lodging
2403,RLJ^A,RLJ Lodging
2404,RRTS,Roadrunner Transportation Systems
2405,RHI,Robert Half International
2406,ROK,Rockwell Automation
2407,COL,Rockwell Collins
2408,RCI,Rogers munication
2409,ROG,Rogers
2410,ROL,Rollins
2411,ROP,Roper Technologies
2412,RST,Rosetta Stone
2413,RDC,Rowan panies plc
2414,RY,Royal Bank Of Canada
2415,RY^T,Royal Bank Of Canada
2416,RBS,Royal Bank Scotland plc The
2417,RBS^S,Royal Bank Scotland plc The
2418,RCL,Royal Caribbean Cruises Ltd
2419,RDS.A,Royal Dutch Shell PLC
2420,RDS.B,Royal Dutch Shell PLC
2421,RGT,Royce Global Value
2422,RMT,Royce MicroCap
2423,RVT,Royce Value
2424,RES,RPC
2425,RPM,RPM International
2426,RSPP,RSP Permian
2427,RTEC,Rudolph Technologies
2428,RYB,RYB Education
2429,R,Ryder System
2430,RYI,Ryerson Holding
2431,RHP,Ryman Hospitality Properties
2432,SPGI,SP Global
2433,SBR,Sabine Royalty
2434,SB,Safe Bulkers
2435,SB^B,Safe Bulkers
2436,SB^C,Safe Bulkers
2437,SB^D,Safe Bulkers
2438,SFE,Safeguard Scientifics
2439,SAFE,Safety ome and Growth
2440,SAIL,SailPoint Technologies Holdings
2441,CRM,Salesforce
2442,SMM,Salient Midstream  MLP
2443,SBH,Sally Beauty Holdings
2444,SJT,San Juan Basin Royalty
2445,SN,Sanchez Energy
2446,SD,SandRidge Energy
2447,SDT,SandRidge Mississippian  I
2448,SDR,SandRidge Mississippian  II
2449,PER,SandRidge Permian
2450,SNY,Sanofi
2451,SC,Santander Consumer USA Holdings
2452,SOV^C,Santander Holdings USA
2453,SAP,SAP SE
2454,SAB,Saratoga Investment
2455,SAR,Saratoga Investment
2456,SSL,Sasol Ltd
2457,BFS,Saul Centers
2458,BFS^C,Saul Centers
2459,SCG,Scana
2460,SLB,Schlumberger NV
2461,SNDR,Schneider National
2462,SWM,SchweitzerMauduit International
2463,SAIC,SCIENCE APPLICATIONS INTERNATIONAL
2464,SALT,Sio Bulkers
2465,SLTB,Sio Bulkers
2466,SBBC,Sio Tankers
2467,SBNA,Sio Tankers
2468,STNG,Sio Tankers
2469,SMG,Scotts MiracleGro pany The
2470,KMM,Scudder MultiMarket ome
2471,KTF,Scudder Municiple ome
2472,KST,Scudder Strategic ome
2473,KSM,Scudder Strategic Municiple ome
2474,SE,Sea Limited
2475,SA,Seabridge Gold
2476,CKH,SEACOR Holdings
2477,SMHI,SEACOR Marine Holdings
2478,SDRL,Seadrill Limited
2479,SDLP,Seadrill Partners LLC
2480,SEE,Sealed Air
2481,SSW,Seaspan
2482,SSW^D,Seaspan
2483,SSW^E,Seaspan
2484,SSW^G,Seaspan
2485,SSW^H,Seaspan
2486,SSWA,Seaspan
2487,SSWN,Seaspan
2488,SEAS,SeaWorld Entertainment
2489,JBN,Select Asset
2490,JBR,Select Asset
2491,WTTR,Select Energy Services
2492,SEM,Select Medical Holdings
2493,SGZA,Selective Insurance Group
2494,SEMG,Semgroup
2495,SMI,Semiconductor  Manufacturing International
2496,SRE,Sempra Energy
2497,SEND,SendGrid
2498,ST,Sensata Technologies Holding NV
2499,SXT,Sensient Technologies
2500,SQNS,Sequans munications SA
2501,SRG,Seritage Growth Properties
2502,SRG^A,Seritage Growth Properties
2503,SCI,Service  International
2504,SERV,ServiceMaster Global Holdings
2505,NOW,ServiceNow
2506,SHAK,Shake Shack
2507,SJR,Shaw munications
2508,SHLX,Shell Midstream Partners LP
2509,SHW,SherwinWilliams pany The
2510,SHG,Shinhan Financial Group Co Ltd
2511,SFL,Ship Finance International Limited
2512,SHOP,Shopify
2513,SSTK,Shutterstock
2514,SBGL,Sibanye Gold Limited
2515,SIG,Signet Jewelers Limited
2516,SBOW,SilverBow Resorces
2517,SPG,Simon Property Group
2518,SPG^J,Simon Property Group
2519,SSD,Simpson Manufacturing pany
2520,SHI,SINOPEC Shangai Petrochemical pany Ltd
2521,SITE,SiteOne Landscape Supply
2522,SIX,Six Flags Entertainment  New
2523,SJW,SJW Group
2524,SKM,SK Tele Co Ltd
2525,SKX,Skechers USA
2526,SLG,SL Green Realty
2527,SLG^I,SL Green Realty
2528,SM,SM Energy pany
2529,SFS,Smart
2530,SNN,Smith  Nephew SNATS
2531,AOS,Smith AO
2532,SNAP,Snap
2533,SNA,SnapOn orporated
2534,IPOA,Social Capital Hedosophia Holdings
2535,IPOA.U,Social Capital Hedosophia Holdings
2536,IPOA.WS,Social Capital Hedosophia Holdings
2537,SQM,Sociedad Quimica y Minera SA
2538,SOGO,Sogou
2539,SOI,Solaris Oilfield Infrastructure
2540,SAH,Sonic Automotive
2541,SON,Sonoco Products pany
2542,SNE,Sony  Ord
2543,BID,Sotheby39s
2544,SOR,Source Capital
2545,SJI,South Jersey Industries
2546,SXE,Southcross Energy Partners LP
2547,SCE^G,Southern California Edison pany
2548,SCE^H,Southern California Edison pany
2549,SCE^J,Southern California Edison pany
2550,SCE^K,Southern California Edison pany
2551,SCE^L,Southern California Edison pany
2552,SO,Southern pany The
2553,SOJA,Southern pany The
2554,SOJB,Southern pany The
2555,SOJC,Southern pany The
2556,SCCO,Southern Copper
2557,LUV,Southwest Airlines pany
2558,SWX,Southwest Gas Holdings
2559,SWN,Southwestern Energy pany
2560,SWNC,Southwestern Energy pany
2561,SPA,Sparton
2562,SPE,Special Opportunities
2563,SPE^B,Special Opportunities
2564,SEP,Spectra Energy Partners LP
2565,SPB,Spectrum Brands Holdings
2566,TRK,Speedway Motorsports
2567,SR,Spire
2568,SPR,Spirit Aerosystems Holdings
2569,SAVE,Spirit Airlines
2570,SRC,Spirit Realty Capital
2571,SRC^A,Spirit Realty Capital
2572,SRLP,Sprague Resources LP
2573,S,Sprint
2574,SPXC,SPX
2575,FLOW,SPX FLOW
2576,SQ,Square
2577,JOE,St Joe pany The
2578,STAG,Stag Industrial
2579,STAG^B,Stag Industrial
2580,STAG^C,Stag Industrial
2581,SSI,Stage Stores
2582,SMP,Standard Motor Products
2583,SXI,Standex International
2584,SWJ,Stanley Black  Decker
2585,SWK,Stanley Black  Decker
2586,SWP,Stanley Black  Decker
2587,STN,Stantec
2588,SGU,Star Group LP
2589,SRT,StarTek
2590,STWD,STARWOOD PROPERTY
2591,STT,State Street
2592,STT^C,State Street
2593,STT^D,State Street
2594,STT^E,State Street
2595,STT^G,State Street
2596,STO,Statoil ASA
2597,SPLP,Steel Partners Holdings LP
2598,SPLP^A,Steel Partners Holdings LP
2599,SCS,Steelcase
2600,SCA,Stellus Capital Investment
2601,SCM,Stellus Capital Investment
2602,SCL,Stepan pany
2603,STE,STERIS plc
2604,STL,Sterling Ban
2605,STL^A,Sterling Ban
2606,STC,Stewart Information Services
2607,SF,Stifel Financial
2608,SF^A,Stifel Financial
2609,SFB,Stifel Financial
2610,STM,STMicroelectronics NV
2611,SGY,Stone Energy
2612,EDF,Stone Harbor Emerging Markets ome
2613,EDI,Stone Harbor Emerging Markets Total ome
2614,STON,StoneMor Partners LP
2615,SRI,Stoneridge
2616,STOR,STORE Capital
2617,GJH,STRATS
2618,GJO,STRATS
2619,GJS,STRATS
2620,SYK,Stryker
2621,RGR,Sturm Ruger  pany
2622,SPH,Suburban Propane Partners LP
2623,SMFG,Sumitomo Mitsui Financial Group
2624,INN,Summit Hotel Properties
2625,INN^C,Summit Hotel Properties
2626,INN^D,Summit Hotel Properties
2627,INN^E,Summit Hotel Properties
2628,SUM,Summit Materials
2629,SMLP,Summit Midstream Partners LP
2630,SUI,Sun munities
2631,SLF,Sun Life Financial
2632,SXCP,SunCoke Energy Partners LP
2633,SXC,SunCoke Energy
2634,SU,Suncor Energy
2635,SUN,Sunoco LP
2636,SHO,Sunstone Hotel Investors
2637,SHO^E,Sunstone Hotel Investors
2638,SHO^F,Sunstone Hotel Investors
2639,STI,Sun Banks
2640,STI.WS.A,Sun Banks
2641,STI.WS.B,Sun Banks
2642,STI^A,Sun Banks
2643,STI^E,Sun Banks
2644,SPN,Superior Energy Services
2645,SUP,Superior Industries International
2646,SVU,SuperValu
2647,SLD,Sutherland Asset Management
2648,SLDA,Sutherland Asset Management
2649,SWZ,Swiss Helvetia   The
2650,SWCH,Switch
2651,SYF,Synchrony Financial
2652,SYT,Syngenta AG
2653,SNX,Synnex
2654,SNV,Synovus Financial
2655,SNV^C,Synovus Financial
2656,GJP,Synthetic Fixedome Securities
2657,GJR,Synthetic Fixedome Securities
2658,GJT,Synthetic Fixedome Securities
2659,GJV,Synthetic Fixedome Securities
2660,SYY,Sysco
2661,SYX,Systemax
2662,DATA,Tableau Software
2663,TAHO,Tahoe Resources
2664,TLRD,Tailored Brands
2665,TWN,Taiwan   The
2666,TSM,Taiwan Semiconductor Manufacturing pany Ltd
2667,TAL,TAL Education Group
2668,TEGP,Tallgrass Energy GP LP
2669,TEP,Tallgrass Energy Partners LP
2670,SKT,Tanger Factory Outlet Centers
2671,TPR,Tapestry
2672,NGLS^A,Targa Resources Partners LP
2673,TRGP,Targa Resources
2674,TGT,Target
2675,TARO,Taro Pharmaceutical Industries Ltd
2676,TTM,Tata Motors Ltd
2677,TCO,Taubman Centers
2678,TCO^J,Taubman Centers
2679,TCO^K,Taubman Centers
2680,TMHC,Taylor Morrison Home
2681,TCP,TC PipeLines LP
2682,TCF,TCF Financial
2683,TCF.WS,TCF Financial
2684,TCF^C,TCF Financial
2685,TCF^D,TCF Financial
2686,TSI,TCW Strategic ome
2687,TEL,TE Connectivity Ltd
2688,TISI,Team
2689,FTI,TechnipFMC plc
2690,TECK,Teck Resources Ltd
2691,TK,Teekay
2692,TGP,Teekay LNG Partners LP
2693,TGP^A,Teekay LNG Partners LP
2694,TGP^B,Teekay LNG Partners LP
2695,TOO,Teekay Offshore Partners LP
2696,TOO^A,Teekay Offshore Partners LP
2697,TOO^B,Teekay Offshore Partners LP
2698,TNK,Teekay Tankers Ltd
2699,GCI,TEGNA
2700,TGNA,TEGNA
2701,TRC,Tejon Ranch Co
2702,HQH,Tekla Healthcare Investors
2703,THQ,Tekla Healthcare Opportunies
2704,HQL,Tekla Life Sciences Investors
2705,THW,Tekla World Healthcare
2706,TDOC,Teladoc
2707,TLRA,Telaria
2708,TEO,Tele Argentina Stet  France Tele SA
2709,TI,Tele Italia SPA
2710,TI.A,Tele Italia SPA
2711,TDY,Teledyne Technologies orporated
2712,TFX,Teleflex orporated
2713,VIV,Telefonica Brasil SA
2714,TEF,Telefonica SA
2715,TDA,Telephone and Data Systems
2716,TDE,Telephone and Data Systems
2717,TDI,Telephone and Data Systems
2718,TDJ,Telephone and Data Systems
2719,TDS,Telephone and Data Systems
2720,TU,TELUS
2721,TDF,Templeton Dragon
2722,EMF,Templeton Emerging Markets
2723,TEI,Templeton Emerging Markets ome
2724,GIM,Templeton Global ome
2725,TPX,Tempur Sealy International
2726,TS,Tenaris SA
2727,THC,Tenet Healthcare
2728,TNC,Tennant pany
2729,TEN,Tenneco
2730,TVC,Tennessee Valley Authority
2731,TVE,Tennessee Valley Authority
2732,TDC,Teradata
2733,TER,Teradyne
2734,TEX,Terex
2735,TX,Ternium SA
2736,TNH,Terra Nitrogen pany LP
2737,TRNO,Terreno Realty
2738,TTI,Tetra Technologies
2739,TEVA,Teva Pharmaceutical Industries Limited
2740,TPL,Texas Pacific Land
2741,TGH,Textainer Group Holdings Limited
2742,TXT,Textron
2743,TTF,Thai   The
2744,AES,The AES
2745,BX,The Blackstone Group LP
2746,CEE,The Central and Eastern Europe
2747,SCHW,The Charles Schwab
2748,SCHW^C,The Charles Schwab
2749,SCHW^D,The Charles Schwab
2750,COO,The Cooper panies
2751,SRV,The Cushing MLP Total Return
2752,GRX,The Gabelli Healthcare  Wellness
2753,GRX^A,The Gabelli Healthcare  Wellness
2754,GRX^B,The Gabelli Healthcare  Wellness
2755,GDL,The GDL
2756,GDL^B,The GDL
2757,THG,The Hanover Insurance Group
2758,THGA,The Hanover Insurance Group
2759,MSG,The Madison Square Garden pany
2760,RUBI,The Rubicon Project
2761,TRV,The Travelers panies
2762,TMO,Thermo Fisher Scientific
2763,THR,Thermon Group Holdings
2764,TPRE,Third Point Reinsurance Ltd
2765,TSLF,THL Credit Senior Loan
2766,TCRX,THL Credit
2767,TCRZ,THL Credit
2768,TRI,Thomson Reuters
2769,THO,Thor Industries
2770,TDW,Tidewater
2771,TDW.WS.A,Tidewater
2772,TDW.WS.B,Tidewater
2773,TIER,TIER REIT
2774,TIF,Tiffany  Co
2775,TLYS,Tilly39s
2776,TSU,TIM Participacoes SA
2777,TIME,Time
2778,TWX,Time Warner
2779,TKR,Timken pany The
2780,TMST,Timken Steel
2781,TWI,Titan International
2782,TJX,TJX panies  The
2783,TOL,Toll Brothers
2784,TR,Tootsie Roll Industries
2785,BLD,TopBuild
2786,TMK,Torchmark
2787,TMK^C,Torchmark
2788,TTC,Toro pany The
2789,TD,Toronto Dominion Bank The
2790,NDP,Tortoise Energy Independence
2791,TYG,Tortoise Energy Infrastructure
2792,NTG,Tortoise MLP
2793,TTP,Tortoise Pipeline  Energy
2794,TPZ,Tortoise Power and Energy Infrastructure
2795,TOT,Total SA
2796,TSS,Total System Services
2797,TOWR,Tower International
2798,TSQ,Townsquare Media
2799,TM,Toyota Motor  Ltd Ord
2800,TPGE,TPG Pace Energy Holdings
2801,TPGE.U,TPG Pace Energy Holdings
2802,TPGE.WS,TPG Pace Energy Holdings
2803,TPGH,TPG Pace Holdings
2804,TPGH.U,TPG Pace Holdings
2805,TPGH.WS,TPG Pace Holdings
2806,TRTX,TPG RE Finance
2807,TSLX,TPG Specialty Lending
2808,TAC,TransAlta
2809,TRP,TransCanada
2810,TCI,Transcontinental Realty Investors
2811,TDG,Transdigm Group orporated
2812,TLP,TransMontaigne Partners LP
2813,RIG,Transocean Ltd
2814,TGS,Transportadora De Gas Sa Ord B
2815,TRU,TransUnion
2816,TVPT,Travelport Worldwide Limited
2817,TREC,Trecora Resources
2818,TG,Tredegar
2819,THS,Treehouse Foods
2820,TREX,Trex pany
2821,TY,Tri Continental
2822,TY^,Tri Continental
2823,TPH,TRI Pointe Group
2824,TCAP,Triangle Capital
2825,TCCA,Triangle Capital
2826,TCCB,Triangle Capital
2827,TRCO,Tribune Media pany
2828,TNET,TriNet Group
2829,TRN,Trinity Industries
2830,TSE,Trinseo SA
2831,TPVG,TriplePoint Venture Growth BDC
2832,TPVY,TriplePoint Venture Growth BDC
2833,GTS,TripleS Management
2834,TRTN,Triton International Limited
2835,TGI,Triumph Group
2836,TROX,Tronox Limited
2837,TBI,TrueBlue
2838,TNP,Tsakos Energy Navigation Ltd
2839,TNP^B,Tsakos Energy Navigation Ltd
2840,TNP^C,Tsakos Energy Navigation Ltd
2841,TNP^D,Tsakos Energy Navigation Ltd
2842,TNP^E,Tsakos Energy Navigation Ltd
2843,TUP,Tupperware Brands
2844,TKC,Turkcell Iletisim Hizmetleri AS
2845,TPB,Turning Point Brands
2846,TRQ,Turquoise Hill Resources Ltd
2847,TPC,Tutor Perini
2848,TWLO,Twilio
2849,TWTR,Twitter
2850,TWO,Two Harbors Investments
2851,TWO^A,Two Harbors Investments
2852,TWO^B,Two Harbors Investments
2853,TWO^C,Two Harbors Investments
2854,TYL,Tyler Technologies
2855,TSN,Tyson Foods
2856,USB,US Ban
2857,USB^A,US Ban
2858,USB^H,US Ban
2859,USB^M,US Ban
2860,USB^O,US Ban
2861,USPH,US Physical Therapy
2862,SLCA,US Silica Holdings
2863,UBS,UBS AG
2864,UGI,UGI
2865,UGP,Ultrapar Participacoes SA
2866,UMH,UMH Properties
2867,UMH^B,UMH Properties
2868,UMH^C,UMH Properties
2869,UA,Under Armour
2870,UAA,Under Armour
2871,UFI,Unifi
2872,UNF,Unifirst
2873,UN,Unilever NV
2874,UL,Unilever PLC
2875,UNP,Union Pacific
2876,UIS,Unisys
2877,UNT,Unit
2878,UAL,United Continental Holdings
2879,UDR,United Dominion Realty
2880,UMC,United Microelectronics
2881,UPS,United Parcel Service
2882,URI,United Rentals
2883,USM,United States Cellular
2884,UZA,United States Cellular
2885,UZB,United States Cellular
2886,UZC,United States Cellular
2887,X,United States Steel
2888,UTX,United Technologies
2889,UNH,UnitedHealth Group orporated
2890,UTL,UNITIL
2891,UNVR,Univar
2892,UVV,Universal
2893,UHT,Universal Health Realty ome
2894,UHS,Universal Health Services
2895,UVE,UNIVERSAL INSURANCE HOLDINGS
2896,UTI,Universal Technical Institute
2897,UNM,Unum Group
2898,UE,Urban Edge Properties
2899,UBA,Urstadt Biddle Properties
2900,UBP,Urstadt Biddle Properties
2901,UBP^G,Urstadt Biddle Properties
2902,UBP^H,Urstadt Biddle Properties
2903,USFD,US Foods Holding
2904,USAC,USA pression Partners LP
2905,USNA,USANA Health Sciences
2906,USDP,USD Partners LP
2907,USG,USG
2908,BIF,USLIFE ome
2909,VFC,VF
2910,EGY,Vaalco Energy
2911,MTN,Vail Resorts
2912,VALE,VALE SA
2913,VRX,Valeant Pharmaceuticals International
2914,VLO,Valero Energy
2915,VLP,Valero Energy Partners LP
2916,VHI,Valhi
2917,VR,Validus Holdings Ltd
2918,VR^A,Validus Holdings Ltd
2919,VR^B,Validus Holdings Ltd
2920,VLY,Valley National Ban
2921,VLY.WS,Valley National Ban
2922,VLY^A,Valley National Ban
2923,VLY^B,Valley National Ban
2924,VMI,Valmont Industries
2925,VVV,Valvoline
2926,VNTV,Vantiv
2927,VAR,Varian Medical Systems
2928,VGR,Vector Group Ltd
2929,VVC,Vectren
2930,VEC,Vectrus
2931,VEDL,Vedanta  Limited
2932,VEEV,Veeva Systems
2933,VNTR,Venator Materials PLC
2934,VTRB,Ventas Realty Limited Partnership  Ventas Capital orati
2935,VTR,Ventas
2936,VER,VEREIT
2937,VER^F,VEREIT
2938,PAY,Verifone Systems
2939,VRTV,Veritiv
2940,VZ,Verizon munications
2941,VZA,Verizon munications
2942,VET,Vermilion Energy
2943,VRS,Verso
2944,VSM,Versum Materials
2945,VVI,Viad
2946,VCO,Vina Concha Y Toro
2947,VNCE,Ve Holding
2948,VIPS,Vipshop Holdings Limited
2949,ZTR,Virtus Global Dividend  ome
2950,VGI,Virtus Global MultiSector ome
2951,ZF,Virtus Total Return
2952,V,Visa
2953,VSH,Vishay Intertechnology
2954,VPG,Vishay Precision Group
2955,VSTO,Vista Outdoor
2956,VST,Vistra Energy
2957,VSI,Vitamin Shoppe
2958,VSLR,Vivint Solar
2959,VMW,Vmware
2960,VOC,VOC Energy
2961,VCRA,Vocera munications
2962,VG,Vonage Holdings
2963,VNO,Vornado Realty
2964,VNO^I.CL,Vornado Realty
2965,VNO^K,Vornado Realty
2966,VNO^L,Vornado Realty
2967,VNO^M,Vornado Realty
2968,VJET,voxeljet AG
2969,IAE,Voya Asia Pacific High Dividend Equity ome
2970,IHD,Voya Emerging Markets High ome Dividend Equity
2971,VOYA,Voya Financial
2972,IGA,Voya Global Advantage and Premium Opportunity
2973,IGD,Voya Global Equity Dividend and Premium Opportunity
2974,IDE,Voya Infrastructure Industrials and Materials
2975,IID,Voya International High Dividend Equity ome
2976,IRR,Voya Natural Resources Equity ome
2977,PPR,Voya Prime Rate
2978,VMC,Vulcan Materials pany
2979,WTI,WT Offshore
2980,WPC,WP Carey
2981,WRB,WR Berkley
2982,WRB^B,WR Berkley
2983,WRB^C,WR Berkley
2984,WRB^D,WR Berkley
2985,GRA,WR Grace  Co
2986,GWW,WW Grainger
2987,WNC,Wabash National
2988,WBC,Wabco Holdings
2989,WDR,Waddell  Reed Financial
2990,WAGE,WageWorks
2991,WD,Walker  Dunlop
2992,WMT,WalMart Stores
2993,DIS,Walt Disney pany The
2994,WAC,Walter Investment Management
2995,HCC,Warrior Met Coal
2996,WPG,Washington Prime Group
2997,WPG^H,Washington Prime Group
2998,WPG^I,Washington Prime Group
2999,WRE,Washington Real Estate Investment
3000,WCN,Waste Connections
3001,WM,Waste Management
3002,WAT,Waters
3003,WSO,Watsco
3004,WSO.B,Watsco
3005,WTS,Watts Water Technologies
3006,W,Wayfair
3007,WFT,Weatherford International plc
3008,WBS,Webster Financial
3009,WBS^F,Webster Financial
3010,WEC,WEC Energy Group
3011,WTW,Weight Watchers International
3012,WRI,Weingarten Realty Investors
3013,WMK,Weis Markets
3014,WBT,Welbilt
3015,WCG,WellCare Health Plans
3016,WFC,Wells Fargo  pany
3017,WFC.WS,Wells Fargo  pany
3018,WFC^J,Wells Fargo  pany
3019,WFC^L,Wells Fargo  pany
3020,WFC^N,Wells Fargo  pany
3021,WFC^O,Wells Fargo  pany
3022,WFC^P,Wells Fargo  pany
3023,WFC^Q,Wells Fargo  pany
3024,WFC^R,Wells Fargo  pany
3025,WFC^T,Wells Fargo  pany
3026,WFC^V,Wells Fargo  pany
3027,WFC^W,Wells Fargo  pany
3028,WFC^X,Wells Fargo  pany
3029,WFC^Y,Wells Fargo  pany
3030,WFE^A,Wells Fargo  pany
3031,EOD,Wells Fargo Global Dividend Opportunity
3032,HCN,Welltower
3033,HCN^I,Welltower
3034,WAIR,Wesco Aircraft Holdings
3035,WCC,WESCO International
3036,WST,West Pharmaceutical Services
3037,WR,Westar Energy
3038,WAL,Western Alliance Ban
3039,WALA,Western Alliance Ban
3040,WEA,Western Asset
3041,TLI,Western Asset orate Loan
3042,EMD,Western Asset Emerging Markets Debt
3043,GDO,Western Asset Global orate Defined Opportunity
3044,EHI,Western Asset Global High ome
3045,HIX,Western Asset High ome  II
3046,HIO,Western Asset High ome Opportunity
3047,HYI,Western Asset High Yield Defined Opportunity
3048,SBI,Western Asset Intermediate Muni
3049,IGI,Western Asset Investment Grade Defined Opportunity
3050,MMU,Western Asset Managed Municipals
3051,WMC,Western Asset Mortgage Capital
3052,DMO,Western Asset Mortgage Defined Opportunity
3053,MTT,Western Asset Municipal Defined Opportunity
3054,MHF,Western Asset Municipal High ome
3055,MNP,Western Asset Municipal Partners
3056,GFY,Western Asset Variable Rate Strategic
3057,WIW,Western AssetClaymore US Treasury Inflation Prot Secs Fd 2
3058,WIA,Western AssetClaymore US Treasury Inflation Prot Secs Fd
3059,WGP,Western Gas Equity Partners LP
3060,WES,Western Gas Partners LP
3061,WU,Western Union pany The
3062,WAB,Westinghouse Air Brake Technologies
3063,WLK,Westlake Chemical
3064,WLKP,Westlake Chemical Partners LP
3065,WMLP,Westmoreland Resource Partners LP
3066,WBK,Westpac Banking
3067,WRK,Westrock pany
3068,WHG,Westwood Holdings Group
3069,WEX,WEX
3070,WY,Weyerhaeuser pany
3071,WGL,WGL Holdings
3072,WPM,Wheaton Precious Metals
3073,WHR,Whirlpool
3074,WTM,White Mountains Insurance Group Ltd
3075,WSR,Whitestone REIT
3076,WLL,Whiting Petroleum
3077,WOW,WideOpenWest
3078,WRD,WildHorse Resource Development
3079,WG,Willbros Group
3080,WMB,Williams panies  The
3081,WPZ,Williams Partners LP
3082,WSM,WilliamsSonoma
3083,WGO,Winnebago Industries
3084,WIT,Wipro Limited
3085,WNS,WNS Holdings Limited
3086,WWW,Wolverine World Wide
3087,WF,Woori Bank
3088,WK,Workiva
3089,INT,World Fuel Services
3090,WWE,World Wrestling Entertainment
3091,WOR,Worthington Industries
3092,WPP,WPP plc
3093,WPX,WPX Energy
3094,WPXP,WPX Energy
3095,WYN,Wyndham Worldwide
3096,XFLT,XAI Octagon Floating Rate  Alternative ome Term
3097,XHR,Xenia Hotels  Resorts
3098,XRM,Xerium Technologies
3099,XRX,Xerox
3100,XIN,Xinyuan Real Estate Co Ltd
3101,XL,XL Group Ltd
3102,XOXO,XO Group
3103,XPO,XPO Logistics
3104,XYL,Xylem
3105,AUY,Yamana Gold
3106,YELP,Yelp
3107,YEXT,Yext
3108,YGE,Yingli Green Energy Holding pany Limited
3109,YRD,Yirendai Ltd
3110,YPF,YPF Sociedad Anonima
3111,YUMC,Yum China Holdings
3112,YUM,Yum Brands
3113,YUME,YuMe
3114,ZAYO,Zayo Group Holdings
3115,ZEN,Zendesk
3116,ZBH,Zimmer Biomet Holdings
3117,ZB^A,Zions Ban
3118,ZB^G,Zions Ban
3119,ZB^H,Zions Ban
3120,ZBK,Zions Ban
3121,ZOES,Zoe39s Kitchen
3122,ZTS,Zoetis
3123,ZTO,ZTO Express Cayman
3124,ZYME,Zymeworks
3125,PIH,1347 Property Insurance Holdings
3126,TURN,180 Degree Capital
3127,FLWS,1800 FLOWERS
3128,FCCY,1st Constitution Ban NJ
3129,SRCE,1st Source
3130,VNET,21Vianet Group
3131,TWOU,2U
3132,JOBS,51job
3133,CAFD,8point3 Energy Partners LP
3135,AVHI,A V Homes
3136,SHLM,A Schulman
3137,AAON,AAON
3138,ABAX,ABAXIS
3139,ABEO,Abeona Therapeutics
3140,ABEOW,Abeona Therapeutics
3141,ABIL,Ability
3142,ABMD,ABIOMED
3143,ABLX,Ablynx NV
3144,AXAS,Abraxas Petroleum
